epoch,phase,train_loss,train_acc,val_loss,val_acc,lr_head,lr_backbone
35,finetune,0.9571327181423411,0.5588235294117647,0.7133789903977338,0.8235294117647058,2.2040354826462665e-05,2.204035482646266e-06
36,finetune,0.9121142695931828,0.5882352941176471,0.7142687019179849,0.7647058823529411,1.9216926233717085e-05,1.9216926233717083e-06
37,finetune,0.8406586787279915,0.7941176470588235,0.6983000601039213,0.7647058823529411,1.6543469682057086e-05,1.6543469682057086e-06
38,finetune,0.9679570268182194,0.6176470588235294,0.6963991768219892,0.7941176470588235,1.4033009983067439e-05,1.4033009983067439e-06
39,finetune,0.8939716254963594,0.6029411764705882,0.6982992571942946,0.7941176470588235,1.1697777844051104e-05,1.1697777844051103e-06
40,finetune,0.8461616460014793,0.6764705882352942,0.7004672446671654,0.7647058823529411,9.549150281252631e-06,9.54915028125263e-07
41,finetune,0.8650901738335105,0.5735294117647058,0.7014358464409324,0.7352941176470589,7.5975951921787005e-06,7.5975951921787e-07
42,finetune,0.8711825749453377,0.7647058823529411,0.6995388216832105,0.7352941176470589,5.852620357053661e-06,5.85262035705366e-07
43,finetune,1.0552183319540585,0.5735294117647058,0.6992350571295795,0.7352941176470589,4.322727117869962e-06,4.3227271178699613e-07
44,finetune,0.9008913601146025,0.5367647058823529,0.6983594491201288,0.7647058823529411,3.015368960704584e-06,3.015368960704583e-07
45,finetune,0.7898447162964765,0.6838235294117647,0.698241700144375,0.7647058823529411,1.936915203084066e-06,1.9369152030840657e-07
46,finetune,0.9886613943997551,0.4264705882352941,0.6981025285580579,0.7647058823529411,1.0926199633097155e-06,1.0926199633097152e-07
47,finetune,0.8282349810880774,0.7573529411764706,0.6976777017116547,0.7647058823529411,4.865965629214874e-07,4.865965629214873e-08
48,finetune,0.828721656518824,0.38235294117647056,0.697496680652394,0.7941176470588235,1.2179748700879012e-07,1.2179748700879008e-08
